Latitude,Longitude,Rating
41.071937,-80.674066,3
41.07192342222222,-80.67406573333334,3
41.07190984444444,-80.67406546666666,3
41.07189626666666,-80.6740652,3
41.071882688888884,-80.67406493333333,3
41.07186911111111,-80.67406466666667,3
41.071855533333334,-80.67406439999999,3
41.071841955555556,-80.67406413333333,3
41.07182837777778,-80.67406386666666,3
41.0718148,-80.6740636,3
41.07180122222222,-80.67406333333334,3
41.07178764444444,-80.67406306666666,3
41.07177406666666,-80.6740628,3
41.071760488888884,-80.67406253333333,3
41.07174691111111,-80.67406226666667,3
41.071733333333334,-80.67406199999999,3
41.071719755555556,-80.67406173333333,3
41.07170617777778,-80.67406146666666,3
41.0716926,-80.6740612,3
41.07167902222222,-80.67406093333334,3
41.07166544444444,-80.67406066666666,3
41.07165186666666,-80.6740604,3
41.071638288888884,-80.67406013333333,3
41.07162471111111,-80.67405986666667,3
41.071611133333334,-80.67405959999999,3
41.071597555555556,-80.67405933333333,3
41.07158397777778,-80.67405906666666,3
41.0715704,-80.6740588,3
41.07155682222222,-80.67405853333334,3
41.07154324444444,-80.67405826666666,3
41.07152966666666,-80.674058,3
41.071516088888885,-80.67405773333333,3
41.07150251111111,-80.67405746666667,3
41.071488933333335,-80.6740572,3
41.071475355555556,-80.67405693333333,3
41.07146177777778,-80.67405666666666,3
41.0714482,-80.6740564,3
41.07143462222222,-80.67405613333334,3
41.07142104444444,-80.67405586666666,3
41.07140746666666,-80.6740556,3
41.071393888888885,-80.67405533333333,3
41.07138031111111,-80.67405506666667,3
41.071366733333335,-80.6740548,3
41.071353155555556,-80.67405453333333,3
41.07133957777778,-80.67405426666666,3
41.070565,-80.675035,1
41.07056493333334,-80.67494939999999,1
41.070564866666665,-80.6748638,1
41.0705648,-80.67477819999999,1
41.070564733333335,-80.6746926,1
41.07056466666667,-80.674607,1
41.0705646,-80.67452139999999,1
41.07056453333333,-80.6744358,1
41.07056446666667,-80.67435019999999,1
41.0705644,-80.6742646,1
41.07056433333333,-80.674179,1
41.070564266666665,-80.67409339999999,1
41.0705642,-80.6740078,1
41.070564133333335,-80.67392219999999,1
41.07056406666666,-80.6738366,1
41.071055,-80.674054,1
41.070748,-80.674043,2
41.070568,-80.673504,2
41.07056786666667,-80.67348396666667,2
41.070567733333334,-80.67346393333332,2
41.070567600000004,-80.6734439,2
41.07056746666667,-80.67342386666667,2
41.07056733333334,-80.67340383333332,2
41.0705672,-80.6733838,2
41.07056706666667,-80.67336376666667,2
41.07056693333333,-80.67334373333333,2
41.0705668,-80.6733237,2
41.070566666666664,-80.67330366666667,2
41.070566533333334,-80.67328363333333,2
41.0705664,-80.6732636,2
41.07056626666667,-80.67324356666667,2
41.07056613333333,-80.67322353333333,2
41.070566,-80.6732035,2
41.07056586666667,-80.67318346666667,2
41.07056573333333,-80.67316343333333,2
41.0705656,-80.6731434,2
41.070565466666665,-80.67312336666667,2
41.070565333333334,-80.67310333333333,2
41.0705652,-80.6730833,2
41.07056506666667,-80.67306326666667,2
41.07056493333333,-80.67304323333333,2
41.0705648,-80.6730232,2
41.07056466666666,-80.67300316666667,2
41.07056453333333,-80.67298313333333,2
41.070564399999995,-80.6729631,2
41.070564266666665,-80.67294306666668,2
41.07056413333333,-80.67292303333333,2
41.071055,-80.674054,1
41.070556,-80.672683,1
